#gene_name v65ES_Rep1 v65ES_Rep2 pNPC_Rep1 pNPC_Rep2
uc008ezm.2 879 149 104 344
uc008nwu.2 17 5 1 12
uc012cjf.1 0 0 0 0
uc008los.2 5 1 2 2
uc008lot.2 3 1 0 0
uc008lou.2 0 0 0 0
uc008lov.2 43 8 0 0
uc008low.2 6 2 0 0
uc008lox.2 31 4 1 0
uc007rea.1 13 5 2 1
uc007reb.1 7 1 0 0
uc007rec.1 0 0 0 0
uc007red.1 572 115 12 25
uc007zad.1 13 1 0 0
uc007zae.1 1 0 0 0
uc007zaf.1 0 0 0 0
uc007zag.1 0 0 0 0
uc009acf.2 9 5 1 4
uc009ace.2 296 68 57 241
