#gene_name v65ES_Rep1 v65ES_Rep2 pNPC_Rep1 pNPC_Rep2
uc007dtq.1 21 6 7 25
uc007dtr.2 89 17 10 25
uc007dtt.2 0 0 0 0
uc007dtu.2 6252 1128 83 215
uc007dtv.2 0 0 0 0
uc007dtw.1 0 0 0 0
uc007dtx.1 0 0 0 0
uc007dty.2 6 1 0 0
uc007dtz.2 0 0 0 0
uc007dua.1 0 0 0 0
uc007dub.1 4 0 0 1
uc007duc.1 0 0 0 0
uc007dud.1 0 0 0 0
uc007due.1 58 14 19 55
uc007duf.1 3 3 0 10
uc007dug.1 2 2 1 4
uc007duh.1 0 0 0 0
uc007dui.1 3 0 0 0
uc007duj.1 11 0 1 0
uc007duk.2 286 41 51 141
uc007dul.1 0 0 0 0
uc007dum.1 0 0 0 0
uc007dun.1 0 0 0 0
uc007duo.1 0 0 0 0
uc007dup.1 0 0 0 0
uc007duq.1 2 0 0 0
uc007dur.1 0 0 0 0
uc007dus.1 1 0 0 0
uc007dut.1 1163 228 12 38
uc007duu.1 33 14 2 2
uc007duv.2 0 0 0 0
uc007duw.2 0 1 0 0
uc007dux.1 0 0 0 0
uc007duy.1 38 7 4 12
uc007duz.1 177 29 16 38
uc007dva.1 17 0 0 0
uc007dvb.2 18 1 2 8
uc007dvc.2 122 16 5 27
uc007dve.1 60 16 1 3
uc007dvf.1 0 0 0 0
uc007dvh.2 43 9 0 2
uc007dvi.1 1 0 0 0
uc007dvj.1 572 141 8 30
uc007dvk.1 30 9 0 0
uc007dvl.1 145 33 6 16
uc007dvm.1 9 2 0 0
uc007dvn.1 2 0 0 0
uc007dvo.1 862 195 31 92
uc007dvp.1 799 152 58 168
uc007dvq.1 52 5 1 3
uc007dvs.2 0 1 0 0
uc007dvu.2 0 0 0 0
uc007dvv.1 1 1 0 2
uc007dvw.2 0 0 0 0
uc007dvx.2 0 0 0 0
uc007dvy.2 0 0 0 0
uc007dvz.2 0 0 0 0
uc007dwa.2 0 0 0 0
uc007dwb.2 0 0 0 0
uc007dwc.2 0 0 0 0
uc007dwd.2 0 0 0 0
uc007dwe.1 11 1 0 1
uc007dwf.1 17 3 4 12
uc007dwg.1 249 66 274 826
uc007dwh.1 9 2 0 0
uc007dwi.1 30694 6557 387 1239
uc007dwj.2 0 0 0 0
uc007dwk.2 6 5 0 1
uc007dwl.2 2 2 0 0
uc007dwm.2 0 0 0 0
uc007dwn.1 5 2 1 4
uc007dwo.1 0 0 0 0
uc007dwp.1 47 11 0 0
uc007dwq.2 740 140 37 83
uc007dwr.1 7811 1874 241 477
uc007dws.1 17 3 0 2
uc007dwt.1 4307 992 56 158
uc007dwu.1 3338 724 0 0
uc007dwv.2 6253 1409 246 925
uc007dww.1 2043 430 0 0
uc007dwx.1 0 1 0 0
uc007dwy.1 0 1 0 1
uc007dwz.1 0 0 0 0
uc007dxa.1 0 1 0 0
uc007dxb.1 2458 463 35 97
uc007dxc.1 144 27 4 6
uc007dxd.1 0 0 0 0
uc007dxe.2 22 2 1 3
uc007dxf.2 1886 341 80 252
uc007dxg.2 0 0 0 0
uc007dxh.2 0 0 0 0
uc007dxi.2 0 0 0 0
uc007dxj.1 1 0 0 0
uc007dxk.1 0 0 0 0
uc007dxl.1 3 0 0 0
uc007dxm.1 0 0 0 0
uc007dxn.2 2 6 0 4
uc007dxo.2 6610 1157 76 314
uc007dxp.1 3 4 1 0
uc007dxq.1 2 0 0 0
uc007dxr.1 0 0 0 0
uc007dxs.1 0 0 0 0
uc007dxt.1 5 1 0 1
uc007dxu.2 8 4 0 0
uc007dxv.2 0 0 0 0
uc007dxw.1 2609 459 44 124
uc007dxx.1 35 12 0 0
uc007dxy.1 0 0 0 0
uc007dxz.2 0 0 0 0
uc007dya.1 11 1 0 3
uc007dyb.1 449 87 15 60
uc007dyc.1 352 74 8 47
uc007dyd.1 0 0 0 0
uc007dye.2 2071 412 94 306
uc007dyf.1 16 2 6 10
uc007dyg.1 4 2 1 0
uc007dyh.2 0 0 0 0
uc007dyi.2 0 0 0 0
uc007dyj.1 0 0 0 0
uc007dyk.1 188 50 10 60
uc007dyl.1 22 7 0 1
uc007dym.1 170 45 69 183
uc007dyn.2 7 3 36 109
uc007dyo.1 0 0 0 0
uc007dyp.1 0 0 0 0
uc007dyq.1 825 143 71 232
uc007dyr.1 38 6 3 5
uc007dys.1 156 24 1 0
uc007dyt.2 0 0 0 0
uc007dyu.2 592 105 25 95
uc007dyv.2 0 0 0 0
uc007dyw.2 0 0 0 0
uc007dyx.1 0 0 0 0
uc007dyy.1 0 0 0 0
uc007dyz.1 599 103 19 36
uc007dza.1 5 3 0 1
uc007dzb.1 33 10 6 10
uc007dzc.1 55 4 1 1
uc007dzd.1 0 0 0 0
uc007dze.1 1 0 0 0
uc007dzf.1 170 32 3 10
uc007dzg.1 849 154 42 116
uc007dzh.1 8 1 0 0
uc007dzi.1 1 0 0 0
uc007dzj.1 4 0 0 2
uc007dzk.1 0 0 0 0
uc007dzl.1 0 0 0 0
uc007dzm.2 669 121 10 39
uc007dzn.1 0 0 0 0
uc007dzo.2 0 0 0 0
uc007dzp.2 0 0 0 0
uc007dzq.1 1968 371 22 81
uc007dzr.1 33 10 3 8
uc007dzs.1 146 23 0 0
uc007dzt.2 0 0 0 0
uc007dzu.1 2 0 0 0
uc007dzv.1 0 0 0 0
uc007dzw.2 0 0 0 0
uc007dzx.2 6 2 0 0
uc007dzy.2 0 0 0 0
uc007dzz.1 2 0 0 0
uc007eaa.1 0 0 0 0
uc007eab.1 0 0 0 0
uc007eac.1 0 0 0 0
uc007ead.1 0 0 0 0
uc007eae.1 0 0 0 0
uc007eaf.1 1 0 0 0
uc007eag.1 0 0 0 0
uc007eah.1 0 0 0 0
uc007eai.1 0 0 0 0
uc007eaj.1 3 1 0 0
uc007eak.2 0 0 0 1
uc007eam.2 0 0 0 0
uc007ean.2 0 0 0 0
uc007eao.2 245 48 20 57
uc007eaq.1 0 0 0 0
uc007eas.1 3 1 0 1
uc007eat.1 0 0 0 0
uc007eau.1 0 0 0 0
uc007eav.1 0 0 0 0
uc007eaw.1 67 17 8 23
uc007eax.1 756 179 64 220
uc007eay.1 2 0 0 0
uc007eaz.1 0 0 0 0
uc007eba.1 2 0 5 11
uc007ebb.1 4 3 13 25
uc007ebc.1 0 0 0 0
uc007ebd.1 0 0 0 2
uc007ebe.1 0 0 0 0
uc007ebf.1 0 0 0 0
uc007ebg.1 231 41 2 6
uc007ebh.2 0 0 0 0
uc007ebi.2 36 11 3 12
uc007ebj.2 0 0 0 0
uc007ebk.2 0 0 0 0
uc007ebl.2 0 0 0 0
uc007ebm.2 0 0 0 0
uc007ebn.2 0 0 0 0
uc007ebo.2 0 0 0 0
uc007ebp.1 14 2 0 6
uc007ebq.2 8 1 1 4
uc007ebr.2 7 4 0 1
uc007ebs.2 0 0 0 1
uc007ebt.1 0 0 0 0
uc007ebu.1 2 0 1 0
uc007ebv.1 20 4 1 6
uc007ebw.2 29 5 0 0
uc007ebx.2 0 0 0 0
uc007eby.2 0 0 0 0
uc007ebz.2 0 0 0 0
uc007eca.2 16 0 0 0
uc007ecc.1 0 1 0 1
uc007ecd.1 0 0 0 0
uc007ece.1 0 0 0 0
uc007ecf.1 14 4 5 8
uc007ecg.1 311 71 47 166
uc007ech.1 388 72 38 165
uc007eci.1 5007 961 137 476
uc007ecj.1 0 0 0 0
uc007eck.1 0 0 0 0
uc007ecl.1 10 0 1 1
uc007ecm.1 73 10 3 5
uc007ecn.1 96 11 1 6
uc007eco.1 105 24 6 16
uc007ecp.1 0 0 0 0
uc007ecq.1 0 0 0 0
uc007ecr.1 0 0 0 0
uc007ecs.2 1 0 1 2
uc007ect.2 0 0 0 0
uc007ecu.2 0 0 0 0
uc007ecv.1 2 3 0 0
uc007ecw.2 76 18 4 5
uc007ecx.2 0 0 0 0
uc007ecz.1 4 1 0 0
uc007eda.1 1 0 0 0
uc007edb.2 19 6 1 1
uc007edc.1 1596 313 47 177
uc007edd.2 0 0 0 0
uc007ede.2 0 0 0 0
uc007edf.1 25 1 1 7
uc007edg.1 0 0 3 0
uc007edh.1 0 0 0 0
uc007edi.1 0 0 0 0
uc007edj.1 0 0 0 1
uc007edk.1 0 0 0 0
uc007edl.1 0 0 0 0
uc007edm.1 8 0 0 4
uc007edn.1 0 0 0 0
uc007edo.1 0 0 0 0
uc007edp.2 19 3 0 4
uc007edq.2 0 0 0 0
uc007edr.1 0 0 0 0
uc007eds.2 1 0 0 0
uc007edt.1 3 1 0 1
uc007edu.1 0 0 0 0
uc007edv.1 27 5 0 0
uc007edw.1 0 0 0 0
uc007edx.1 0 0 0 0
uc007edy.1 379 77 0 0
uc007edz.1 3 1 0 0
uc007eea.2 1 1 0 0
uc007eeb.2 1 0 0 0
uc007eec.2 0 1 0 1
uc007eed.1 0 0 0 0
uc007eee.1 2 0 0 1
uc007eef.1 0 0 0 0
uc007eeg.1 0 0 0 0
uc007eeh.1 0 0 0 0
uc007eei.2 25 4 28 90
uc007eej.1 0 0 0 0
uc007eek.1 0 0 0 0
uc007eel.1 2 1 26 118
uc007eem.1 51 13 0 0
uc007een.1 93 20 103 357
uc007eeo.1 0 0 0 0
uc007eep.2 1 0 0 0
uc007eeq.2 0 0 0 0
uc007eer.2 26 8 2 17
uc007ees.1 3 4 0 1
uc007eet.1 0 0 0 0
uc007eeu.1 1 0 0 1
uc007eev.1 0 0 0 0
uc007eew.1 5 0 0 0
uc007eex.1 1 1 0 1
uc007eey.1 0 0 0 0
uc007eez.1 0 0 0 0
uc007efa.1 0 0 0 0
uc007efb.1 220 54 13 62
uc007efc.1 3 0 0 2
uc007efd.1 0 0 0 0
uc007efe.1 0 0 0 0
uc007eff.1 0 0 0 0
uc007efg.1 0 0 0 0
uc007efh.1 0 0 0 0
uc007efi.1 0 0 0 0
uc007efj.1 0 0 0 0
uc007efk.1 0 0 0 0
uc007efl.1 0 0 0 0
uc007efm.1 0 0 0 0
uc007efn.1 0 0 0 0
uc007efo.1 0 0 0 0
uc007efp.1 0 0 0 0
uc007efq.1 0 0 0 0
uc007efr.1 0 0 0 0
uc007efs.1 0 0 0 0
uc007eft.1 0 0 0 0
uc007efu.1 0 0 0 0
uc007efv.1 0 0 0 0
uc007efw.1 0 0 0 0
uc007efx.1 0 0 0 0
uc007efy.1 0 0 0 0
uc007efz.1 0 0 0 0
uc007ega.1 0 0 0 0
uc007egb.1 0 0 0 0
uc007egc.1 0 0 0 0
uc007egd.1 0 0 0 0
uc007ege.1 0 0 0 0
uc007egf.1 0 0 0 0
uc007egg.2 0 0 0 0
uc007egh.2 0 0 0 0
uc007egi.1 153 22 4 36
uc007egj.1 1392 261 25 64
uc007egk.1 0 0 0 0
uc007egl.1 0 0 0 0
uc007egm.1 0 0 0 0
uc007egn.1 0 0 0 0
uc007ego.1 0 0 0 0
uc007egp.1 1 0 0 0
uc007egq.1 74 10 12 20
uc007egr.1 0 0 0 0
uc007egs.1 0 0 0 0
uc007egt.1 0 0 0 0
uc007egu.2 0 0 0 0
uc007egv.1 0 0 0 0
uc007egw.1 0 0 0 0
uc007egx.2 0 0 0 0
uc007egy.1 0 0 0 0
uc007egz.1 36 9 1 7
uc007eha.1 7 1 0 0
uc007ehb.1 16 4 1 3
uc007ehc.2 82 12 1 4
uc007ehd.2 0 0 0 0
uc007ehe.1 5 2 0 0
uc007ehf.2 6 0 1 1
uc007ehg.2 2 0 0 0
uc007ehh.1 1 1 0 1
uc007ehi.2 325 95 10 27
uc007ehj.2 19 0 0 0
uc007ehk.2 0 0 0 0
uc007ehl.2 0 0 0 0
uc007ehm.2 0 0 0 0
uc007ehn.1 1 1 0 0
uc007eho.1 0 0 0 0
uc007ehp.1 0 0 0 0
uc007ehq.1 2 0 0 0
uc007ehr.1 0 0 0 0
uc007ehs.1 0 2 4 5
uc007ehu.1 0 0 0 0
uc007ehv.2 0 0 0 0
uc007ehw.2 0 0 0 0
uc007ehx.2 0 0 0 0
uc007ehy.2 0 0 0 0
uc007ehz.2 0 0 0 0
uc007eia.2 6 4 1 0
uc007eib.2 34 15 7 17
uc007eic.2 55 13 1 6
uc007eid.2 630 122 8 23
uc007eie.2 48 5 9 30
uc007eig.2 4 3 0 7
uc007eii.2 705 117 21 71
uc007eik.2 0 0 0 0
uc007eil.2 0 0 0 0
uc007eim.1 11 1 1 0
uc007ein.1 116 29 5 18
uc007eio.2 110 16 4 14
uc007eip.2 340 46 16 52
uc007eiq.2 9 0 0 0
uc007eir.2 725 129 35 166
uc007eit.1 14 3 17 34
uc007eiu.1 708 165 90 254
uc007eiv.1 7 3 0 1
uc007eiw.1 27 5 1 1
uc007eix.1 0 0 0 0
uc007eiy.1 6 2 0 2
uc007eiz.2 38 11 8 32
uc007eja.1 0 0 0 0
uc007ejc.1 4 0 0 2
uc007ejd.1 0 0 0 0
uc007eje.1 0 0 0 0
uc007ejf.1 0 0 0 0
uc007ejg.1 149 26 2 15
uc007ejh.2 0 0 0 0
uc007eji.2 0 0 0 0
uc007ejj.2 0 0 0 0
uc007ejk.1 0 0 0 0
uc007ejl.1 0 0 0 0
uc007ejm.1 0 0 0 0
uc007ejn.1 27 10 3 5
uc007ejo.1 0 0 0 0
uc007ejp.1 0 0 0 0
uc007ejq.1 0 0 0 0
uc007ejr.1 0 0 0 0
uc007ejs.1 0 0 0 0
uc007ejt.2 2 1 0 0
uc007eju.1 11 0 0 0
uc007ejv.1 15 4 1 5
uc007ejw.1 380 82 12 26
uc007ejx.1 0 0 0 0
uc007ejy.1 0 0 0 0
uc007ejz.1 2 1 0 3
uc007eka.1 0 0 0 0
uc007ekb.1 0 0 0 0
uc007ekc.1 0 0 0 0
uc007ekd.1 0 0 0 0
uc007eke.1 12 1 3 4
uc007ekf.1 36 4 4 6
uc007ekg.2 0 0 0 0
uc007ekh.2 0 0 0 0
uc007eki.2 3476 1019 282 986
uc007ekk.2 0 0 0 0
uc007ekl.2 0 0 0 0
uc007ekm.2 28 6 1 2
uc007ekn.1 0 0 0 0
uc007eko.2 0 0 0 0
uc007ekp.1 923 171 15 86
uc007ekq.2 0 0 0 0
uc007ekr.2 0 0 0 0
uc007eks.2 0 1 0 0
uc007ekt.2 0 0 0 0
uc007eku.1 1 1 0 0
uc007ekv.1 0 0 0 0
uc007ekw.1 12 1 1 0
uc007ekx.2 0 0 0 0
uc007eky.2 0 0 0 0
uc007ekz.1 5 0 1 0
uc007ela.2 641 153 15 39
uc007elb.1 38 8 3 17
uc007elc.1 5 2 0 0
uc007eld.1 31 1 2 0
uc007ele.1 0 0 0 0
uc007elf.1 0 0 0 0
uc007elg.1 13 3 1 6
uc007elh.1 0 0 0 0
uc007eli.1 0 0 0 0
uc007elj.1 0 0 0 0
uc007elk.1 64 7 19 50
uc007ell.1 2 1 0 1
uc007elm.1 0 0 0 0
uc007eln.1 0 0 0 2
uc007elo.1 4 5 0 0
uc007elp.1 0 0 0 0
uc007elq.1 0 0 0 0
uc007elr.1 48 8 0 0
uc007els.1 0 0 0 0
uc007elt.2 62 16 1 5
uc007elu.2 2 1 2 2
uc007elv.1 16 2 3 7
uc007elw.1 239 67 23 60
uc007elx.1 3 0 0 0
uc007ely.1 0 0 0 0
uc007elz.1 0 0 0 0
uc007ema.2 0 0 0 0
uc007emb.2 0 0 0 0
uc007eme.1 37 11 2 3
uc007emf.1 35 5 1 0
uc007emg.1 2 2 0 2
uc007emh.1 5 0 0 1
uc007emi.1 0 0 0 0
uc007emj.2 1 0 0 4
uc007emk.1 0 0 0 0
uc007eml.1 0 0 0 0
uc007emm.1 2 0 0 0
uc007emn.1 17 4 0 0
uc007emo.1 0 0 0 0
uc007emp.1 0 0 1 1
uc007emq.1 0 0 0 0
uc007emu.1 0 0 0 0
uc007emv.1 0 0 0 0
uc007emw.2 0 0 0 0
uc007emx.1 0 0 0 0
uc007emz.1 2719 667 6 18
uc007ena.2 0 0 0 0
uc007enb.2 0 0 0 2
uc007enc.1 0 0 0 0
uc007end.1 0 0 0 0
uc007ene.1 5 1 0 0
uc007enf.1 0 0 0 0
uc007eng.1 326 56 34 107
uc007enh.1 0 0 0 0
uc007eni.1 0 1 0 1
uc007enj.1 0 0 0 0
uc007enk.1 29 6 6 1
uc007enl.2 0 0 0 2
uc007enm.2 0 0 0 0
uc007enn.2 3 2 0 0
uc007eno.2 0 0 0 0
uc007enp.1 7 1 0 0
uc007enq.1 0 0 0 0
uc007enr.1 4 0 0 0
uc007ens.1 4 2 0 0
uc007ent.1 0 0 0 0
uc007enu.1 0 0 0 0
uc007env.1 0 0 0 0
uc007enw.1 11 3 0 1
uc007enx.1 1 0 0 5
uc007eny.2 1 0 1 3
uc007enz.2 2 0 0 1
uc007eoa.2 0 0 0 0
uc007eob.2 0 0 0 0
uc007eoc.2 0 0 0 0
uc007eod.2 0 0 0 0
uc007eoe.1 0 0 0 0
uc007eof.1 0 0 0 0
uc007eog.1 0 0 0 0
uc007eoh.1 4 1 0 1
uc007eoi.1 0 0 0 0
uc007eoj.1 0 0 0 0
uc007eok.1 0 0 0 0
uc007eol.2 286 45 4 12
uc007eom.1 2 0 0 0
uc007eon.1 0 0 0 0
uc007eoo.1 0 0 0 0
uc007eop.1 0 1 0 0
uc007eoq.1 1 0 0 0
uc007eor.1 2 0 0 0
uc007eos.2 16 2 0 0
uc007eot.1 2 0 0 0
uc007eou.1 2 1 0 0
uc007eov.2 23 3 0 0
uc007eow.2 14 5 0 2
uc007eox.2 401 16 2 4
uc007eoy.1 0 0 0 0
uc007eoz.1 0 0 0 0
uc007epa.1 1 0 0 0
uc007epb.1 0 0 0 0
uc007epc.1 182 64 3 10
uc007epd.1 0 0 0 0
uc007epe.1 0 0 0 0
uc007epf.1 0 0 0 0
uc007epg.1 0 0 0 0
uc007eph.1 3 0 0 1
uc007epi.1 2 0 0 0
uc007epk.2 7 0 0 0
uc007epl.2 78 14 3 4
uc007epm.1 0 0 0 0
uc007epn.2 15 6 2 10
uc007epo.2 4 0 10 13
uc007epp.2 50 8 3 12
uc007epq.2 2 0 0 1
uc007epr.1 0 0 0 0
uc007eps.1 0 0 0 0
uc007ept.1 0 0 0 0
uc007epu.1 0 0 0 0
uc007epv.1 0 0 0 0
uc007epw.2 1502 299 42 131
uc007epx.2 1 1 0 0
uc007epz.2 0 0 0 0
uc007eqa.2 165 41 31 99
uc007eqb.2 0 0 0 0
uc007eqc.2 9 5 1 0
uc007eqd.1 0 0 0 0
uc007eqe.1 0 0 0 0
uc007eqf.1 0 0 0 0
uc007eqg.1 0 0 0 0
uc007eqh.1 0 0 0 0
uc007eqi.1 0 0 0 0
uc007eqj.1 0 0 0 0
uc007eqk.1 0 0 0 0
uc007eql.1 0 0 0 0
uc007eqm.1 0 0 0 0
uc007eqn.1 0 0 0 0
uc007eqo.1 0 0 0 0
uc007eqp.1 0 0 0 0
uc007eqq.2 0 0 0 0
uc007eqr.1 0 0 0 0
uc007eqs.1 1 1 0 0
uc007eqt.1 0 0 0 0
uc007equ.1 73 10 32 84
uc007eqv.1 25 5 0 0
uc007eqx.1 0 0 0 0
uc007eqy.1 0 0 0 0
uc007eqz.1 0 0 0 0
uc007era.1 0 0 0 0
uc007erb.1 4 0 0 0
uc007erc.1 10 2 0 0
uc007erd.2 15 2 2 3
uc007ere.2 0 0 0 0
uc007erf.2 0 0 0 0
uc007erg.2 3 0 0 0
uc007erh.1 0 0 0 2
uc007eri.1 66 7 1 9
uc007erj.1 0 0 0 0
uc007erk.2 0 0 0 0
uc007erl.2 0 0 0 0
uc007erm.1 0 0 0 0
uc007ern.3 0 0 0 0
uc007erp.1 0 0 0 0
uc007erq.1 0 0 0 0
uc007err.1 3 1 0 0
uc007ers.1 0 0 0 0
uc007ert.1 0 0 0 0
uc007eru.2 0 0 0 0
uc007erv.2 0 0 0 0
uc007erw.2 6 1 0 0
uc007erx.2 0 0 0 0
uc007ery.1 0 0 0 0
uc007erz.1 0 0 0 0
uc007esa.1 3 2 3 0
uc007esb.1 0 0 0 0
uc007esc.1 0 0 0 0
uc007esd.1 1 0 0 2
uc007ese.1 24 3 89 263
uc007esf.1 0 0 0 0
uc007esg.1 1 0 0 0
uc007esh.1 0 0 0 0
uc007esi.1 0 0 0 0
uc007esj.1 14 7 0 0
uc007esk.1 0 0 0 0
uc007esl.1 1 0 0 0
uc007esm.1 3 0 1 0
uc007esn.1 0 0 0 0
uc007eso.1 0 0 0 0
uc007esp.1 0 0 0 0
uc007esq.1 0 0 0 0
uc007esr.2 0 0 0 0
uc007ess.2 0 0 0 0
uc007est.1 0 0 0 0
uc007esu.1 0 0 0 0
uc007esv.2 0 0 1 0
uc007esw.2 0 0 0 0
uc007esx.2 8 0 1 4
uc007esy.2 0 0 0 0
uc007esz.2 0 0 0 0
uc007eta.2 0 0 0 0
uc007etb.2 1 0 0 0
uc007etc.2 307 50 8 12
uc007etd.2 0 0 0 0
uc007ete.1 9 2 0 0
uc007etf.1 0 0 0 0
uc007etg.1 213 31 3 18
uc007eth.2 9 1 0 0
uc007eti.2 0 0 0 0
uc007etj.2 0 0 0 0
uc007etk.2 0 0 0 0
uc007etl.2 0 0 0 0
uc007etm.2 0 0 0 0
uc007etn.2 3 0 0 0
uc007eto.2 2 0 0 1
uc007etp.1 36 8 0 0
uc007etq.1 562 94 26 88
uc007etr.1 0 0 0 0
uc007ets.1 0 0 0 0
uc007ett.1 0 0 0 0
uc007etu.2 102 22 23 91
uc007etw.2 2 1 2 4
uc007etx.1 0 0 0 0
uc007ety.2 0 0 0 0
uc007etz.2 0 0 0 0
uc007eua.2 0 0 0 0
uc007eub.2 0 0 0 0
uc007euc.1 0 0 0 0
uc007eue.1 24 7 0 0
uc007euf.1 1 0 0 0
uc007euh.2 5 4 0 0
uc007eui.1 0 0 0 0
uc007euj.1 0 0 0 0
uc007euk.1 0 0 0 0
uc007eul.1 0 0 0 0
uc007eum.1 0 0 0 0
uc007eun.1 1922 314 73 202
uc007euo.1 0 0 0 0
uc007eup.1 0 0 0 0
uc007euq.1 40 7 2 1
uc007eur.2 19 2 0 0
uc007eus.1 2906 622 7 14
uc007eut.2 2796 536 103 302
uc007euu.1 229 57 85 203
uc007euv.1 0 0 0 0
uc007euw.1 0 0 0 0
uc007euy.2 0 0 0 0
uc007euz.2 0 0 0 0
uc007eva.2 0 0 0 0
uc007evb.2 0 0 0 0
uc007evc.1 0 0 0 0
uc007evd.1 0 0 0 0
uc007eve.1 19 4 1 7
uc007evf.1 1481 325 85 251
uc007evg.1 1672 412 580 1600
uc007evh.1 23 7 26 81
uc007evi.1 18 7 1 9
uc007evj.1 0 0 0 0
uc007evk.1 0 0 0 0
uc007evm.2 0 0 0 0
uc007evn.2 0 0 1 0
uc007evo.2 0 0 0 1
uc007evp.2 0 0 0 0
uc007evq.2 99 14 44 119
uc007evr.1 0 0 0 0
uc007evs.1 0 0 0 0
uc007evt.1 3 3 0 2
uc007evu.1 0 0 0 0
uc007evv.1 0 0 0 0
uc007evw.1 4 1 1 0
uc007evx.2 14 0 4 11
uc007evy.2 0 0 0 0
uc007ewa.1 390 80 17 72
uc007ewb.1 14 0 28 108
uc007ewc.1 0 2 0 1
uc007ewd.1 35 8 50 100
uc007ewe.1 17 3 2 6
uc007ewf.1 0 0 0 0
uc007ewg.1 4 1 0 0
uc007ewh.1 11 4 0 4
uc007ewi.1 5 3 0 0
uc007ewj.1 3 0 0 4
uc007ewk.2 0 0 0 0
uc007ewl.2 3 1 0 2
uc007ewm.2 72 16 3 9
uc007ewn.2 12 5 0 0
uc007ewo.1 30 9 2 5
uc007ewp.1 5 0 0 0
uc007ewq.1 0 0 0 0
uc007ewr.1 0 0 0 0
uc007ews.2 4389 700 113 311
uc007ewt.2 0 0 0 0
uc007ewu.2 0 0 0 0
uc007ewv.2 0 2 0 1
uc007eww.2 0 0 0 0
uc007ewx.2 0 0 0 0
uc007ewy.2 0 0 0 0
uc007ewz.1 1 0 0 0
uc007exa.2 0 0 0 0
uc007exb.2 0 0 0 0
uc007exc.2 0 0 0 0
uc007exd.1 4 0 0 0
uc007exe.2 160 20 2 10
uc007exf.2 2 0 1 3
uc007exg.2 30 10 1 11
uc007exh.2 1 0 0 0
uc007exi.2 215 64 40 111
uc007exj.1 0 0 0 0
uc007exk.1 2124 471 32 109
uc007exl.1 107 30 4 20
uc007exm.1 0 0 0 0
uc007exn.2 0 0 0 0
uc007exo.2 0 0 0 0
uc007exp.2 0 0 0 0
uc007exq.1 0 1 1 4
uc007exs.1 12 0 4 5
uc007ext.1 0 0 0 0
uc007exu.2 3 2 2 5
uc007exv.1 4363 928 97 341
uc007exw.2 12 2 0 0
uc007exx.1 6 1 0 0
uc007exy.1 0 0 0 0
uc007exz.1 0 0 0 0
uc007eya.1 0 0 0 0
uc007eyc.1 0 0 0 0
uc007eyd.1 7 1 0 1
uc007eye.2 91 18 3 11
uc007eyf.2 2 1 0 2
uc007eyg.2 0 0 0 0
uc007eyh.2 0 1 0 0
uc007eyi.2 9 3 1 0
uc007eyj.1 0 1 1 0
uc007eyk.1 1783 378 92 267
uc007eyl.1 0 0 0 0
uc007eym.1 0 0 0 0
uc007eyn.1 4 0 0 0
uc007eyo.1 6 2 0 1
uc007eyp.1 13 0 2 1
uc007eyq.1 0 0 0 0
uc007eyr.2 4257 880 417 1186
uc007eys.1 0 0 0 0
uc007eyt.1 1 0 6 29
uc007eyu.1 31 1 1 3
uc007eyv.1 401 90 8 39
uc007eyw.1 0 0 1 0
uc007eyx.2 0 0 0 0
uc007eyy.2 0 0 0 0
uc007eyz.2 13 2 5 2
uc007eza.2 0 0 0 0
uc007ezc.1 3 0 0 4
uc007ezd.2 3 0 0 0
uc007eze.2 0 1 0 2
uc007ezf.1 1 0 4 12
uc007ezg.1 0 0 0 0
uc007ezh.2 17 2 1 0
uc007ezi.2 89 18 5 7
uc007ezk.1 389 75 19 84
uc007ezl.1 2690 513 310 872
uc007ezm.2 0 0 0 0
uc007ezn.1 231 46 4 24
uc007ezo.1 5 4 2 3
uc007ezp.1 577 111 29 125
uc007ezq.2 136 24 0 2
uc007ezs.2 0 0 0 0
uc007ezt.1 1372 289 31 134
uc007ezu.2 1 0 1 0
uc007ezv.2 0 0 0 0
uc007ezw.1 1 0 0 0
uc007ezx.1 3171 788 238 794
uc007ezy.1 0 0 0 1
uc007ezz.1 49 12 4 17
uc007faa.2 0 0 0 0
uc007fab.1 13 3 0 0
uc007fac.1 28 4 0 0
uc007fad.2 224 40 12 27
uc007fae.2 0 0 0 0
uc007faf.2 0 0 0 0
uc007fag.2 0 0 0 0
uc007fah.2 0 0 0 0
uc007fai.1 0 0 0 0
uc007fak.2 239 53 21 50
uc007fal.1 1 1 0 0
uc007fam.1 0 0 0 0
uc007fan.1 0 0 0 0
uc007fao.1 0 0 0 0
uc007fap.1 0 0 0 0
uc007faq.1 0 0 0 0
uc007far.1 0 0 0 0
uc007fas.1 0 0 0 0
uc007fat.2 1 0 0 0
uc007fau.1 0 0 0 0
uc007fav.1 0 0 0 0
uc007faw.1 0 0 0 0
uc007fax.2 0 0 0 0
uc007fay.1 0 0 0 0
uc007faz.1 0 0 0 0
uc007fba.1 0 0 0 0
uc007fbb.1 0 0 0 0
uc007fbc.1 33 13 2 6
uc007fbd.2 0 0 0 0
uc007fbe.2 0 0 0 0
uc007fbf.2 0 0 0 0
uc007fbg.2 2 0 0 0
uc007fbh.1 1 0 0 0
uc007fbi.2 1404 256 30 97
uc007fbj.1 5 2 1 2
uc007fbk.2 19 3 58 187
uc007fbl.1 5 0 0 1
uc007fbm.1 0 0 0 0
uc007fbn.1 17 6 8 40
uc007fbo.2 0 0 0 0
uc007fbp.1 0 0 0 0
uc007fbq.1 0 0 0 0
uc007fbr.1 1400 262 34 93
